Schuljahr;Schulart;Schulabschluss;Geschlecht;Anzahl
2015/16;Freie Waldorfschulen;Erster Schulabschluss;Insgesamt;311
2015/16;Freie Waldorfschulen;Mittlerer Schulabschluss;Insgesamt;2067
2015/16;Freie Waldorfschulen;Fachhochschulreife;Insgesamt;362
2015/16;Freie Waldorfschulen;Allgemeine Hochschulreife;Insgesamt;3185
2015/16;Freie Waldorfschulen;Insgesamt;Insgesamt;6219
2015/16;Förderschulen;Ohne Ersten Schulabschluss;Insgesamt;25034
2015/16;Förderschulen;Erster Schulabschluss;Insgesamt;8663
2015/16;Förderschulen;Mittlerer Schulabschluss;Insgesamt;1427
2015/16;Förderschulen;Fachhochschulreife;Insgesamt;0
2015/16;Förderschulen;Allgemeine Hochschulreife;Insgesamt;75
2015/16;Förderschulen;Insgesamt;Insgesamt;35199
2015/16;Abendhauptschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2015/16;Abendhauptschulen;Erster Schulabschluss;Insgesamt;404
2015/16;Abendhauptschulen;Mittlerer Schulabschluss;Insgesamt;0
2015/16;Abendhauptschulen;Fachhochschulreife;Insgesamt;0
2015/16;Abendhauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2015/16;Abendhauptschulen;Insgesamt;Insgesamt;404
2015/16;Abendrealschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2015/16;Abendrealschulen;Erster Schulabschluss;Insgesamt;1458
2015/16;Abendrealschulen;Mittlerer Schulabschluss;Insgesamt;3967
2015/16;Abendrealschulen;Fachhochschulreife;Insgesamt;0
2015/16;Abendrealschulen;Allgemeine Hochschulreife;Insgesamt;0
2015/16;Abendrealschulen;Insgesamt;Insgesamt;5425
2015/16;Abendgymnasien;Ohne Ersten Schulabschluss;Insgesamt;0
2015/16;Abendgymnasien;Erster Schulabschluss;Insgesamt;5
2015/16;Abendgymnasien;Mittlerer Schulabschluss;Insgesamt;1012
2015/16;Abendgymnasien;Fachhochschulreife;Insgesamt;301
2015/16;Abendgymnasien;Allgemeine Hochschulreife;Insgesamt;2099
2015/16;Abendgymnasien;Insgesamt;Insgesamt;3417
2015/16;Kollegs;Ohne Ersten Schulabschluss;Insgesamt;0
2015/16;Kollegs;Erster Schulabschluss;Insgesamt;2
2015/16;Kollegs;Mittlerer Schulabschluss;Insgesamt;1225
2015/16;Kollegs;Fachhochschulreife;Insgesamt;115
2015/16;Kollegs;Allgemeine Hochschulreife;Insgesamt;2684
2015/16;Kollegs;Insgesamt;Insgesamt;4026
2015/16;Externe;Ohne Ersten Schulabschluss;Insgesamt;0
2015/16;Externe;Erster Schulabschluss;Insgesamt;3823
2015/16;Externe;Mittlerer Schulabschluss;Insgesamt;1807
2015/16;Externe;Fachhochschulreife;Insgesamt;0
2015/16;Externe;Allgemeine Hochschulreife;Insgesamt;522
2015/16;Externe;Insgesamt;Insgesamt;6152
2015/16;Insgesamt;Ohne Ersten Schulabschluss;Insgesamt;49193
2015/16;Insgesamt;Erster Schulabschluss;Insgesamt;139243
2015/16;Insgesamt;Mittlerer Schulabschluss;Insgesamt;369230
2015/16;Insgesamt;Fachhochschulreife;Insgesamt;778
2015/16;Insgesamt;Allgemeine Hochschulreife;Insgesamt;297167
2015/16;Insgesamt;Insgesamt;Insgesamt;855611
2016/17;Hauptschulen;Ohne Ersten Schulabschluss;männlich;6454
2016/17;Hauptschulen;Erster Schulabschluss;männlich;35483
2016/17;Hauptschulen;Mittlerer Schulabschluss;männlich;20133
2016/17;Hauptschulen;Fachhochschulreife;männlich;0
2016/17;Hauptschulen;Allgemeine Hochschulreife;männlich;0
2016/17;Hauptschulen;Insgesamt;männlich;62070
2016/17;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;3985
2016/17;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;männlich;12385
2016/17;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;männlich;31474
2016/17;Schularten mit zwei Bildungsgängen;Fachhochschulreife;männlich;0
2016/17;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;männlich;0
2016/17;Schularten mit zwei Bildungsgängen;Insgesamt;männlich;47844
2016/17;Realschulen;Ohne Ersten Schulabschluss;männlich;1915
2016/17;Realschulen;Erster Schulabschluss;männlich;3971
2016/17;Realschulen;Mittlerer Schulabschluss;männlich;79597
2016/17;Realschulen;Fachhochschulreife;männlich;0
2016/17;Realschulen;Allgemeine Hochschulreife;männlich;0
2016/17;Realschulen;Insgesamt;männlich;85483
2016/17;Gymnasien (G9);Ohne Ersten Schulabschluss;männlich;96
2016/17;Gymnasien (G9);Erster Schulabschluss;männlich;363
2016/17;Gymnasien (G9);Mittlerer Schulabschluss;männlich;4216
2016/17;Gymnasien (G9);Fachhochschulreife;männlich;0
2016/17;Gymnasien (G9);Allgemeine Hochschulreife;männlich;14707
2016/17;Gymnasien (G9);Insgesamt;männlich;19382
2016/17;Gymnasien (G8);Ohne Ersten Schulabschluss;männlich;1025
2016/17;Gymnasien (G8);Erster Schulabschluss;männlich;2424
2016/17;Gymnasien (G8);Mittlerer Schulabschluss;männlich;13246
2016/17;Gymnasien (G8);Fachhochschulreife;männlich;0
2016/17;Gymnasien (G8);Allgemeine Hochschulreife;männlich;99450
2016/17;Gymnasien (G8);Insgesamt;männlich;116145
2016/17;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;4301
2016/17;Schularten mit drei Bildungsgängen;Erster Schulabschluss;männlich;16758
2016/17;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;männlich;29281
2016/17;Schularten mit drei Bildungsgängen;Fachhochschulreife;männlich;0
2016/17;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;männlich;13066
2016/17;Schularten mit drei Bildungsgängen;Insgesamt;männlich;63406
2016/17;Freie Waldorfschulen;Ohne Ersten Schulabschluss;männlich;182
2016/17;Freie Waldorfschulen;Erster Schulabschluss;männlich;213
2016/17;Freie Waldorfschulen;Mittlerer Schulabschluss;männlich;1073
2016/17;Freie Waldorfschulen;Fachhochschulreife;männlich;176
2016/17;Freie Waldorfschulen;Allgemeine Hochschulreife;männlich;1362
2016/17;Freie Waldorfschulen;Insgesamt;männlich;3006
2016/17;Förderschulen;Ohne Ersten Schulabschluss;männlich;14895
2016/17;Förderschulen;Erster Schulabschluss;männlich;5474
2016/17;Förderschulen;Mittlerer Schulabschluss;männlich;889
2016/17;Förderschulen;Fachhochschulreife;männlich;0
2016/17;Förderschulen;Allgemeine Hochschulreife;männlich;39
2016/17;Förderschulen;Insgesamt;männlich;21297
2016/17;Abendhauptschulen;Ohne Ersten Schulabschluss;männlich;0
2016/17;Abendhauptschulen;Erster Schulabschluss;männlich;164
2016/17;Abendhauptschulen;Mittlerer Schulabschluss;männlich;0
2016/17;Abendhauptschulen;Fachhochschulreife;männlich;0
2016/17;Abendhauptschulen;Allgemeine Hochschulreife;männlich;0
2016/17;Abendhauptschulen;Insgesamt;männlich;164
2016/17;Abendrealschulen;Ohne Ersten Schulabschluss;männlich;0
2016/17;Abendrealschulen;Erster Schulabschluss;männlich;722
2016/17;Abendrealschulen;Mittlerer Schulabschluss;männlich;1989
2016/17;Abendrealschulen;Fachhochschulreife;männlich;0
2016/17;Abendrealschulen;Allgemeine Hochschulreife;männlich;0
2016/17;Abendrealschulen;Insgesamt;männlich;2711
2016/17;Abendgymnasien;Ohne Ersten Schulabschluss;männlich;0
2016/17;Abendgymnasien;Erster Schulabschluss;männlich;5
2016/17;Abendgymnasien;Mittlerer Schulabschluss;männlich;542
2016/17;Abendgymnasien;Fachhochschulreife;männlich;103
2016/17;Abendgymnasien;Allgemeine Hochschulreife;männlich;933
2016/17;Abendgymnasien;Insgesamt;männlich;1583
2016/17;Kollegs;Ohne Ersten Schulabschluss;männlich;0
2016/17;Kollegs;Erster Schulabschluss;männlich;8
2016/17;Kollegs;Mittlerer Schulabschluss;männlich;600
2016/17;Kollegs;Fachhochschulreife;männlich;57
2016/17;Kollegs;Allgemeine Hochschulreife;männlich;1339
2016/17;Kollegs;Insgesamt;männlich;2004
2016/17;Externe;Ohne Ersten Schulabschluss;männlich;0
2016/17;Externe;Erster Schulabschluss;männlich;2228
2016/17;Externe;Mittlerer Schulabschluss;männlich;999
2016/17;Externe;Fachhochschulreife;männlich;0
2016/17;Externe;Allgemeine Hochschulreife;männlich;242
2016/17;Externe;Insgesamt;männlich;3469
2016/17;Insgesamt;Ohne Ersten Schulabschluss;männlich;32853
2016/17;Insgesamt;Erster Schulabschluss;männlich;80198
2016/17;Insgesamt;Mittlerer Schulabschluss;männlich;184039
2016/17;Insgesamt;Fachhochschulreife;männlich;336
2016/17;Insgesamt;Allgemeine Hochschulreife;männlich;131138
2016/17;Insgesamt;Insgesamt;männlich;428564
2016/17;Hauptschulen;Ohne Ersten Schulabschluss;weiblich;3611
2016/17;Hauptschulen;Erster Schulabschluss;weiblich;24498
2016/17;Hauptschulen;Mittlerer Schulabschluss;weiblich;16571
2016/17;Hauptschulen;Fachhochschulreife;weiblich;0
2016/17;Hauptschulen;Allgemeine Hochschulreife;weiblich;0
2016/17;Hauptschulen;Insgesamt;weiblich;44680
2016/17;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;weiblich;2224
2016/17;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;weiblich;7794
2016/17;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;weiblich;29085
2016/17;Schularten mit zwei Bildungsgängen;Fachhochschulreife;weiblich;0
2016/17;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;weiblich;0
2016/17;Schularten mit zwei Bildungsgängen;Insgesamt;weiblich;39103
2016/17;Realschulen;Ohne Ersten Schulabschluss;weiblich;1035
2016/17;Realschulen;Erster Schulabschluss;weiblich;2617
2016/17;Realschulen;Mittlerer Schulabschluss;weiblich;78940
2016/17;Realschulen;Fachhochschulreife;weiblich;0
2016/17;Realschulen;Allgemeine Hochschulreife;weiblich;0
2016/17;Realschulen;Insgesamt;weiblich;82592
2016/17;Gymnasien (G9);Ohne Ersten Schulabschluss;weiblich;43
2016/17;Gymnasien (G9);Erster Schulabschluss;weiblich;259
2016/17;Gymnasien (G9);Mittlerer Schulabschluss;weiblich;4664
2016/17;Gymnasien (G9);Fachhochschulreife;weiblich;0
2016/17;Gymnasien (G9);Allgemeine Hochschulreife;weiblich;18470
2016/17;Gymnasien (G9);Insgesamt;weiblich;23436
2016/17;Gymnasien (G8);Ohne Ersten Schulabschluss;weiblich;743
2016/17;Gymnasien (G8);Erster Schulabschluss;weiblich;2127
2016/17;Gymnasien (G8);Mittlerer Schulabschluss;weiblich;11889
2016/17;Gymnasien (G8);Fachhochschulreife;weiblich;0
2016/17;Gymnasien (G8);Allgemeine Hochschulreife;weiblich;117355
2016/17;Gymnasien (G8);Insgesamt;weiblich;132114
2016/17;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;weiblich;2887
2016/17;Schularten mit drei Bildungsgängen;Erster Schulabschluss;weiblich;11935
2016/17;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;weiblich;26854
2016/17;Schularten mit drei Bildungsgängen;Fachhochschulreife;weiblich;0
2016/17;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;weiblich;16032
2016/17;Schularten mit drei Bildungsgängen;Insgesamt;weiblich;57708
2016/17;Freie Waldorfschulen;Ohne Ersten Schulabschluss;weiblich;177
2016/17;Freie Waldorfschulen;Erster Schulabschluss;weiblich;137
2016/17;Freie Waldorfschulen;Mittlerer Schulabschluss;weiblich;1107
2016/17;Freie Waldorfschulen;Fachhochschulreife;weiblich;179
2016/17;Freie Waldorfschulen;Allgemeine Hochschulreife;weiblich;1845
2016/17;Freie Waldorfschulen;Insgesamt;weiblich;3445
2016/17;Förderschulen;Ohne Ersten Schulabschluss;weiblich;9107
2016/17;Förderschulen;Erster Schulabschluss;weiblich;2779
2016/17;Förderschulen;Mittlerer Schulabschluss;weiblich;478
2016/17;Förderschulen;Fachhochschulreife;weiblich;0
2016/17;Förderschulen;Allgemeine Hochschulreife;weiblich;19
2016/17;Förderschulen;Insgesamt;weiblich;12383
2016/17;Abendhauptschulen;Ohne Ersten Schulabschluss;weiblich;0
2016/17;Abendhauptschulen;Erster Schulabschluss;weiblich;121
2016/17;Abendhauptschulen;Mittlerer Schulabschluss;weiblich;0
2016/17;Abendhauptschulen;Fachhochschulreife;weiblich;0
2016/17;Abendhauptschulen;Allgemeine Hochschulreife;weiblich;0
2016/17;Abendhauptschulen;Insgesamt;weiblich;121
2016/17;Abendrealschulen;Ohne Ersten Schulabschluss;weiblich;0
2016/17;Abendrealschulen;Erster Schulabschluss;weiblich;598
2016/17;Abendrealschulen;Mittlerer Schulabschluss;weiblich;1582
2016/17;Abendrealschulen;Fachhochschulreife;weiblich;0
2016/17;Abendrealschulen;Allgemeine Hochschulreife;weiblich;0
2016/17;Abendrealschulen;Insgesamt;weiblich;2180
2016/17;Abendgymnasien;Ohne Ersten Schulabschluss;weiblich;0
2016/17;Abendgymnasien;Erster Schulabschluss;weiblich;7
2016/17;Abendgymnasien;Mittlerer Schulabschluss;weiblich;488
2016/17;Abendgymnasien;Fachhochschulreife;weiblich;78
2016/17;Abendgymnasien;Allgemeine Hochschulreife;weiblich;1020
2016/17;Abendgymnasien;Insgesamt;weiblich;1593
2016/17;Kollegs;Ohne Ersten Schulabschluss;weiblich;0
2016/17;Kollegs;Erster Schulabschluss;weiblich;3
2016/17;Kollegs;Mittlerer Schulabschluss;weiblich;479
2016/17;Kollegs;Fachhochschulreife;weiblich;35
2016/17;Kollegs;Allgemeine Hochschulreife;weiblich;1153
2016/17;Kollegs;Insgesamt;weiblich;1670
2016/17;Externe;Ohne Ersten Schulabschluss;weiblich;0
2016/17;Externe;Erster Schulabschluss;weiblich;1316
2016/17;Externe;Mittlerer Schulabschluss;weiblich;636
2016/17;Externe;Fachhochschulreife;weiblich;0
2016/17;Externe;Allgemeine Hochschulreife;weiblich;266
2016/17;Externe;Insgesamt;weiblich;2218
2016/17;Insgesamt;Ohne Ersten Schulabschluss;weiblich;19827
2016/17;Insgesamt;Erster Schulabschluss;weiblich;54191
2016/17;Insgesamt;Mittlerer Schulabschluss;weiblich;172773
2016/17;Insgesamt;Fachhochschulreife;weiblich;292
2016/17;Insgesamt;Allgemeine Hochschulreife;weiblich;156160
2016/17;Insgesamt;Insgesamt;weiblich;403243
2016/17;Hauptschulen;Ohne Ersten Schulabschluss;Insgesamt;10065
2016/17;Hauptschulen;Erster Schulabschluss;Insgesamt;59981
2016/17;Hauptschulen;Mittlerer Schulabschluss;Insgesamt;36704
2016/17;Hauptschulen;Fachhochschulreife;Insgesamt;0
2016/17;Hauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2016/17;Hauptschulen;Insgesamt;Insgesamt;106750
2016/17;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;Insgesamt;6209
2016/17;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;Insgesamt;20179
2016/17;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;Insgesamt;60559
2016/17;Schularten mit zwei Bildungsgängen;Fachhochschulreife;Insgesamt;0
2016/17;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;Insgesamt;0
2016/17;Schularten mit zwei Bildungsgängen;Insgesamt;Insgesamt;86947
2016/17;Realschulen;Ohne Ersten Schulabschluss;Insgesamt;2950
2016/17;Realschulen;Erster Schulabschluss;Insgesamt;6588
2016/17;Realschulen;Mittlerer Schulabschluss;Insgesamt;158537
2016/17;Realschulen;Fachhochschulreife;Insgesamt;0
2016/17;Realschulen;Allgemeine Hochschulreife;Insgesamt;0
2016/17;Realschulen;Insgesamt;Insgesamt;168075
2016/17;Gymnasien (G9);Ohne Ersten Schulabschluss;Insgesamt;139
2016/17;Gymnasien (G9);Erster Schulabschluss;Insgesamt;622
2016/17;Gymnasien (G9);Mittlerer Schulabschluss;Insgesamt;8880
2016/17;Gymnasien (G9);Fachhochschulreife;Insgesamt;0
2016/17;Gymnasien (G9);Allgemeine Hochschulreife;Insgesamt;33177
2016/17;Gymnasien (G9);Insgesamt;Insgesamt;42818
2016/17;Gymnasien (G8);Ohne Ersten Schulabschluss;Insgesamt;1768
2016/17;Gymnasien (G8);Erster Schulabschluss;Insgesamt;4551
2016/17;Gymnasien (G8);Mittlerer Schulabschluss;Insgesamt;25135
2016/17;Gymnasien (G8);Fachhochschulreife;Insgesamt;0
2016/17;Gymnasien (G8);Allgemeine Hochschulreife;Insgesamt;216805
2016/17;Gymnasien (G8);Insgesamt;Insgesamt;248259
2016/17;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;Insgesamt;7188
2016/17;Schularten mit drei Bildungsgängen;Erster Schulabschluss;Insgesamt;28693
2016/17;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;Insgesamt;56135
2016/17;Schularten mit drei Bildungsgängen;Fachhochschulreife;Insgesamt;0
2016/17;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;Insgesamt;29098
2016/17;Schularten mit drei Bildungsgängen;Insgesamt;Insgesamt;121114
2016/17;Freie Waldorfschulen;Ohne Ersten Schulabschluss;Insgesamt;359
2016/17;Freie Waldorfschulen;Erster Schulabschluss;Insgesamt;350
2016/17;Freie Waldorfschulen;Mittlerer Schulabschluss;Insgesamt;2180
2016/17;Freie Waldorfschulen;Fachhochschulreife;Insgesamt;355
2016/17;Freie Waldorfschulen;Allgemeine Hochschulreife;Insgesamt;3207
2016/17;Freie Waldorfschulen;Insgesamt;Insgesamt;6451
2016/17;Förderschulen;Ohne Ersten Schulabschluss;Insgesamt;24002
2016/17;Förderschulen;Erster Schulabschluss;Insgesamt;8253
2016/17;Förderschulen;Mittlerer Schulabschluss;Insgesamt;1367
2016/17;Förderschulen;Fachhochschulreife;Insgesamt;0
2016/17;Förderschulen;Allgemeine Hochschulreife;Insgesamt;58
2016/17;Förderschulen;Insgesamt;Insgesamt;33680
2016/17;Abendhauptschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2016/17;Abendhauptschulen;Erster Schulabschluss;Insgesamt;285
2016/17;Abendhauptschulen;Mittlerer Schulabschluss;Insgesamt;0
2016/17;Abendhauptschulen;Fachhochschulreife;Insgesamt;0
2016/17;Abendhauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2016/17;Abendhauptschulen;Insgesamt;Insgesamt;285
2016/17;Abendrealschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2016/17;Abendrealschulen;Erster Schulabschluss;Insgesamt;1320
2016/17;Abendrealschulen;Mittlerer Schulabschluss;Insgesamt;3571
2016/17;Abendrealschulen;Fachhochschulreife;Insgesamt;0
2016/17;Abendrealschulen;Allgemeine Hochschulreife;Insgesamt;0
2016/17;Abendrealschulen;Insgesamt;Insgesamt;4891
2016/17;Abendgymnasien;Ohne Ersten Schulabschluss;Insgesamt;0
2016/17;Abendgymnasien;Erster Schulabschluss;Insgesamt;12
2016/17;Abendgymnasien;Mittlerer Schulabschluss;Insgesamt;1030
2016/17;Abendgymnasien;Fachhochschulreife;Insgesamt;181
2016/17;Abendgymnasien;Allgemeine Hochschulreife;Insgesamt;1953
2016/17;Abendgymnasien;Insgesamt;Insgesamt;3176
2016/17;Kollegs;Ohne Ersten Schulabschluss;Insgesamt;0
2016/17;Kollegs;Erster Schulabschluss;Insgesamt;11
2016/17;Kollegs;Mittlerer Schulabschluss;Insgesamt;1079
2016/17;Kollegs;Fachhochschulreife;Insgesamt;92
2016/17;Kollegs;Allgemeine Hochschulreife;Insgesamt;2492
2016/17;Kollegs;Insgesamt;Insgesamt;3674
2016/17;Externe;Ohne Ersten Schulabschluss;Insgesamt;0
2016/17;Externe;Erster Schulabschluss;Insgesamt;3544
2016/17;Externe;Mittlerer Schulabschluss;Insgesamt;1635
2016/17;Externe;Fachhochschulreife;Insgesamt;0
2016/17;Externe;Allgemeine Hochschulreife;Insgesamt;508
2016/17;Externe;Insgesamt;Insgesamt;5687
2016/17;Insgesamt;Ohne Ersten Schulabschluss;Insgesamt;52680
2016/17;Insgesamt;Erster Schulabschluss;Insgesamt;134389
2016/17;Insgesamt;Mittlerer Schulabschluss;Insgesamt;356812
2016/17;Insgesamt;Fachhochschulreife;Insgesamt;628
2016/17;Insgesamt;Allgemeine Hochschulreife;Insgesamt;287298
2016/17;Insgesamt;Insgesamt;Insgesamt;831807
2017/18;Hauptschulen;Ohne Ersten Schulabschluss;männlich;5895
2017/18;Hauptschulen;Erster Schulabschluss;männlich;32262
2017/18;Hauptschulen;Mittlerer Schulabschluss;männlich;17085
2017/18;Hauptschulen;Fachhochschulreife;männlich;0
2017/18;Hauptschulen;Allgemeine Hochschulreife;männlich;0
2017/18;Hauptschulen;Insgesamt;männlich;55242
2017/18;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;4521
2017/18;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;männlich;13359
2017/18;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;männlich;33522
2017/18;Schularten mit zwei Bildungsgängen;Fachhochschulreife;männlich;0
2017/18;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;männlich;0
2017/18;Schularten mit zwei Bildungsgängen;Insgesamt;männlich;51399
2017/18;Realschulen;Ohne Ersten Schulabschluss;männlich;1779
2017/18;Realschulen;Erster Schulabschluss;männlich;4329
2017/18;Realschulen;Mittlerer Schulabschluss;männlich;71904
2017/18;Realschulen;Fachhochschulreife;männlich;0
2017/18;Realschulen;Allgemeine Hochschulreife;männlich;0
2017/18;Realschulen;Insgesamt;männlich;78012
2017/18;Gymnasien (G9);Ohne Ersten Schulabschluss;männlich;69
2017/18;Gymnasien (G9);Erster Schulabschluss;männlich;249
2017/18;Gymnasien (G9);Mittlerer Schulabschluss;männlich;4329
2017/18;Gymnasien (G9);Fachhochschulreife;männlich;0
2017/18;Gymnasien (G9);Allgemeine Hochschulreife;männlich;14088
2017/18;Gymnasien (G9);Insgesamt;männlich;18735
2017/18;Gymnasien (G8);Ohne Ersten Schulabschluss;männlich;1065
2017/18;Gymnasien (G8);Erster Schulabschluss;männlich;2469
2017/18;Gymnasien (G8);Mittlerer Schulabschluss;männlich;13953
2017/18;Gymnasien (G8);Fachhochschulreife;männlich;0
2017/18;Gymnasien (G8);Allgemeine Hochschulreife;männlich;96078
2017/18;Gymnasien (G8);Insgesamt;männlich;113562
2017/18;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;5223
2017/18;Schularten mit drei Bildungsgängen;Erster Schulabschluss;männlich;18660
2017/18;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;männlich;30417
2017/18;Schularten mit drei Bildungsgängen;Fachhochschulreife;männlich;0
2017/18;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;männlich;14124
2017/18;Schularten mit drei Bildungsgängen;Insgesamt;männlich;68427
2017/18;Freie Waldorfschulen;Ohne Ersten Schulabschluss;männlich;189
2017/18;Freie Waldorfschulen;Erster Schulabschluss;männlich;240
2017/18;Freie Waldorfschulen;Mittlerer Schulabschluss;männlich;1101
2017/18;Freie Waldorfschulen;Fachhochschulreife;männlich;153
2017/18;Freie Waldorfschulen;Allgemeine Hochschulreife;männlich;1455
2017/18;Freie Waldorfschulen;Insgesamt;männlich;3138
2017/18;Förderschulen;Ohne Ersten Schulabschluss;männlich;14835
2017/18;Förderschulen;Erster Schulabschluss;männlich;5181
2017/18;Förderschulen;Mittlerer Schulabschluss;männlich;864
2017/18;Förderschulen;Fachhochschulreife;männlich;0
2017/18;Förderschulen;Allgemeine Hochschulreife;männlich;54
2017/18;Förderschulen;Insgesamt;männlich;20934
2017/18;Abendhauptschulen;Ohne Ersten Schulabschluss;männlich;0
2017/18;Abendhauptschulen;Erster Schulabschluss;männlich;243
2017/18;Abendhauptschulen;Mittlerer Schulabschluss;männlich;0
2017/18;Abendhauptschulen;Fachhochschulreife;männlich;0
2017/18;Abendhauptschulen;Allgemeine Hochschulreife;männlich;0
2017/18;Abendhauptschulen;Insgesamt;männlich;243
2017/18;Abendrealschulen;Ohne Ersten Schulabschluss;männlich;0
2017/18;Abendrealschulen;Erster Schulabschluss;männlich;744
2017/18;Abendrealschulen;Mittlerer Schulabschluss;männlich;1659
2017/18;Abendrealschulen;Fachhochschulreife;männlich;0
2017/18;Abendrealschulen;Allgemeine Hochschulreife;männlich;0
2017/18;Abendrealschulen;Insgesamt;männlich;2403
2017/18;Abendgymnasien;Ohne Ersten Schulabschluss;männlich;0
2017/18;Abendgymnasien;Erster Schulabschluss;männlich;9
2017/18;Abendgymnasien;Mittlerer Schulabschluss;männlich;444
2017/18;Abendgymnasien;Fachhochschulreife;männlich;141
2017/18;Abendgymnasien;Allgemeine Hochschulreife;männlich;795
2017/18;Abendgymnasien;Insgesamt;männlich;1389
2017/18;Kollegs;Ohne Ersten Schulabschluss;männlich;0
2017/18;Kollegs;Erster Schulabschluss;männlich;12
2017/18;Kollegs;Mittlerer Schulabschluss;männlich;537
2017/18;Kollegs;Fachhochschulreife;männlich;51
2017/18;Kollegs;Allgemeine Hochschulreife;männlich;1215
2017/18;Kollegs;Insgesamt;männlich;1815
2017/18;Externe;Ohne Ersten Schulabschluss;männlich;0
2017/18;Externe;Erster Schulabschluss;männlich;3183
2017/18;Externe;Mittlerer Schulabschluss;männlich;1212
2017/18;Externe;Fachhochschulreife;männlich;93
2017/18;Externe;Allgemeine Hochschulreife;männlich;285
2017/18;Externe;Insgesamt;männlich;4773
2017/18;Insgesamt;Ohne Ersten Schulabschluss;männlich;33573
2017/18;Insgesamt;Erster Schulabschluss;männlich;80940
2017/18;Insgesamt;Mittlerer Schulabschluss;männlich;177030
2017/18;Insgesamt;Fachhochschulreife;männlich;438
2017/18;Insgesamt;Allgemeine Hochschulreife;männlich;128094
2017/18;Insgesamt;Insgesamt;männlich;420072
2017/18;Hauptschulen;Ohne Ersten Schulabschluss;weiblich;3333
2017/18;Hauptschulen;Erster Schulabschluss;weiblich;21369
2017/18;Hauptschulen;Mittlerer Schulabschluss;weiblich;14532
2017/18;Hauptschulen;Fachhochschulreife;weiblich;0
2017/18;Hauptschulen;Allgemeine Hochschulreife;weiblich;0
2017/18;Hauptschulen;Insgesamt;weiblich;39234
2017/18;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;weiblich;2478
2017/18;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;weiblich;8187
2017/18;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;weiblich;30795
2017/18;Schularten mit zwei Bildungsgängen;Fachhochschulreife;weiblich;0
2017/18;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;weiblich;0
2017/18;Schularten mit zwei Bildungsgängen;Insgesamt;weiblich;41460
2017/18;Realschulen;Ohne Ersten Schulabschluss;weiblich;978
2017/18;Realschulen;Erster Schulabschluss;weiblich;2574
2017/18;Realschulen;Mittlerer Schulabschluss;weiblich;70479
2017/18;Realschulen;Fachhochschulreife;weiblich;0
2017/18;Realschulen;Allgemeine Hochschulreife;weiblich;0
2017/18;Realschulen;Insgesamt;weiblich;74034
2017/18;Gymnasien (G9);Ohne Ersten Schulabschluss;weiblich;45
2017/18;Gymnasien (G9);Erster Schulabschluss;weiblich;264
2017/18;Gymnasien (G9);Mittlerer Schulabschluss;weiblich;4614
2017/18;Gymnasien (G9);Fachhochschulreife;weiblich;0
2017/18;Gymnasien (G9);Allgemeine Hochschulreife;weiblich;17934
2017/18;Gymnasien (G9);Insgesamt;weiblich;22860
2017/18;Gymnasien (G8);Ohne Ersten Schulabschluss;weiblich;747
2017/18;Gymnasien (G8);Erster Schulabschluss;weiblich;2070
